,Unnamed: 0.1,Unnamed: 0,branch,product_details,amount,amount_mdl,maturity_months,ir,eir,grace_period,montly_payment,repayment_schedule,guarantees,amount_pledge,ages_of_borrower,social_status,background,urban/rural,type_client_new/repeated,date_disbursement,gender,economic_sector,oustanding_amount,client/credit_segment_retail_micro_sme,experience_in_business_years,other_debts_to_banks_non,annual_sales_volume_mdl,annual_profit_mdl,amount_of_loans_paid_monthly,debt_service_ratio_%,assets_according_to_bs_for,equity_according_to_bs_for,net_profit_acc_to_bs,days_in_arrears_acc_to,how_many_loans_acc_to,duration_of_credit_history_since,existence_of_debt_collection_files/criminal,assets_according_to_public_service,target,Currency,Interest Rate,Inflation Rate,Food Inflation,Consumer Price Index CPI,Balance of Trade,Wages,Unemployment Rate,Remittances,GDP Growth Rate,Current Account,GDP,Government Budget
803,803,803,balti,rapid_loan_<=75_000_mdl,25000,25000,24,25.0,37.5408,0.0,1489.4,fixed,guarantor,0.0,59,married,school,rural,new,2018-10-26,female,agriculture,0,micro,,,,,,,,,,,,,,,1,17.0335,17.0335,17.0335,17.0335,17.0335,17.0335,17.0335,17.0335,17.0335,17.0335,17.0335,17.0335,17.0335
804,804,804,balti,rapid_loan_<=75_000_mdl,25000,25000,12,25.0,42.312,0.0,2500.37,fixed,guarantor,0.0,41,married,school,urban,repeated,2020-08-24,female,commerce,0,micro,7.0,44492.67,374400.0,75624,4704,0.75,,,,4,2.0,72,0,0.0,1,17.2028,17.2028,17.2028,17.2028,17.2028,17.2028,17.2028,17.2028,17.2028,17.2028,17.2028,17.2028,17.2028
805,805,805,soroca,rapid_loan_<=75_000_mdl,40000,40000,12,25.0,40.7412,0.0,4935.64,fixed,guarantor,0.0,49,married,school,rural,repeated,2022-03-10,male,agriculture,0,micro,3.0,0.0,600000.0,206250,4112,24,,,,0,0.0,12,0,,1,17.448,17.448,17.448,17.448,17.448,17.448,17.448,17.448,17.448,17.448,17.448,17.448,17.448
806,806,806,balti,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,34.4016,0.0,5616.65,fixed,guarantor,0.0,29,married,school,rural,new,2020-09-30,female,agriculture,0,micro,4.0,24875.0,197000.0,92400,5611,0.73,,,,0,0.0,0,0,0.0,1,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97
807,807,807,edinet,rapid_loan_75_001_150000_mdl,50000,50000,12,28.0,36.0612,8.0,16451.87,floating,guarantor,0.0,48,married,post_secondary,rural,repeated,2022-12-22,male,agriculture,0,micro,10.0,422863.3,515000.0,268300,17975,0.8,,,,31+,1.0,42_luni,0,,1,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78
808,808,808,edinet,rapid_loan_75_001_150000_mdl,80000,80000,15,25.0,29.0868,7.0,20443.2,fixed,guarantor,0.0,38,married,lyceum,rural,new,2022-03-09,male,agriculture,0,micro,5.0,0.0,437496.0,149556,6769,0.54,,,,0,0.0,52_luni,0,,1,17.1055,17.1055,17.1055,17.1055,17.1055,17.1055,17.1055,17.1055,17.1055,17.1055,17.1055,17.1055,17.1055
809,809,809,causeni,rapid_loan_75_001_150000_mdl,75000,75000,36,25.0,35.5212,0.0,3368.27,floating,guarantor,0.0,45,single,higher,rural,new,2022-07-06,male,commerce,33263.6,micro,5.0,155719.0,1260000.0,191304,9201,58,,,,0,4.0,86,0,0.0,1,10648.1,10648.1,10648.1,10648.1,10648.1,10648.1,10648.1,10648.1,10648.1,10648.1,10648.1,10648.1,10648.1
810,810,810,drochia,rapid_loan_<=75_000_mdl,20000,20000,12,25.0,42.954,0.0,2006.6,fixed,guarantor,0.0,38,married,higher,urban,repeated,2020-06-10,female,commerce,0,micro,16.0,18270.0,600000.0,166584,3300,67,,,,0,2.0,106,0,0.0,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
811,811,811,drochia,rapid_loan_<=75_000_mdl,20000,20000,12,25.0,42.7788,0.0,2004.88,fixed,guarantor,0.0,39,married,higher,urban,repeated,2021-06-17,female,commerce,0,micro,17.0,15297.0,830028.0,144744,5246,60,,,,1,3.0,118,0,0.0,1,336.3,336.3,336.3,336.3,336.3,336.3,336.3,336.3,336.3,336.3,336.3,336.3,336.3
812,812,812,edinet,rapid_loan_75_001_150000_mdl,150000,150000,23,25.0,34.7532,4.0,21894.06,floating,guarantor,0.0,49,married,lyceum,rural,new,2023-07-12,male,agriculture,82674.16,small,15.0,51253.77,777000.0,317496,11975,0.45,,,,31+,0.0,85_luni,0,,1,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97
813,813,813,edinet,rapid_loan_75_001_150000_mdl,100000,100000,22,20.0,30.2268,7.0,16783.26,fixed,guarantor,0.0,31,married,higher,rural,new,2019-12-06,male,agriculture,0,micro,10.0,242235.0,728000.0,397800,15122,46,,,,31+,0.0,84_luni,,,1,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8
814,814,814,edinet,rapid_loan_75_001_150000_mdl,150000,150000,23,25.0,36.5028,5.0,20022.41,floating,guarantor,0.0,56,married,lyceum,rural,new,2022-11-04,female,commerce,0,small,15.0,31490.85,1260000.0,324000,9587,0.36,,,,0,0.0,72_luni,0,,1,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12
815,815,815,balti,rapid_loan_<=75_000_mdl,40000,40000,12,30.0,46.8756,0.0,4090.58,floating,guarantor,0.0,52,single,school,rural,new,2023-03-24,male,agriculture,0,micro,5.0,195018.0,419680.0,252310,14523,0.69,0.0,0.0,0.0,33,2.0,72,0,0.0,1,-628.79,-628.79,-628.79,-628.79,-628.79,-628.79,-628.79,-628.79,-628.79,-628.79,-628.79,-628.79,-628.79
816,816,816,drochia,rapid_loan_<=75_000_mdl,50000,50000,34,30.0,40.2528,0.0,4747.07,fixed,guarantor,0.0,41,cohabitation,school,rural,new,2022-11-18,male,agriculture,0,micro,10.0,5421.0,320004.0,184500,417,19,,,,0,1.0,62,0,0.0,1,3712.89,3712.89,3712.89,3712.89,3712.89,3712.89,3712.89,3712.89,3712.89,3712.89,3712.89,3712.89,3712.89
817,817,817,balti,rapid_loan_<=75_000_mdl,14000,14000,12,25.0,42.4704,0.0,1400.26,fixed,guarantor,0.0,63,married,school,urban,repeated,2019-02-22,female,commerce,0,micro,,,,,,,,,,,,,,,1,-525.3,-525.3,-525.3,-525.3,-525.3,-525.3,-525.3,-525.3,-525.3,-525.3,-525.3,-525.3,-525.3
818,818,818,balti,rapid_loan_<=75_000_mdl,10000,10000,6,25.0,55.506,0.0,1849.31,fixed,guarantor,0.0,36,married,school,rural,repeated,2017-12-06,male,commerce,0,micro,,,,,,,,,,,,,,,1,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4
819,819,819,drochia,rapid_loan_75_001_150000_mdl,125000,125000,36,25.0,37.4628,0.0,5626.01,floating,guarantor,0.0,36,married,lyceum,rural,repeated,2022-10-21,female,agriculture,70602.48,small,12.0,377924.0,704000.0,462333,18468.18,63,,,,18,3.0,101,0,0.0,1,17.5894,17.5894,17.5894,17.5894,17.5894,17.5894,17.5894,17.5894,17.5894,17.5894,17.5894,17.5894,17.5894
820,820,820,edinet,rapid_loan_<=75_000_mdl,20000,20000,24,25.0,37.4148,0.0,1154.14,fixed,guarantor,0.0,58,married,school,rural,new,2019-12-11,male,agriculture,0,micro,,,,,,,,,,,,,,,1,9044.5,9044.5,9044.5,9044.5,9044.5,9044.5,9044.5,9044.5,9044.5,9044.5,9044.5,9044.5,9044.5
821,821,821,drochia,rapid_loan_<=75_000_mdl,16000,16000,12,25.0,41.6232,0.0,1594.85,fixed,guarantor,0.0,61,married,post_secondary,rural,repeated,2018-08-29,male,agriculture,0,micro,,,,,,,,,,,,,,,1,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
822,822,822,drochia,rapid_loan_<=75_000_mdl,10000,10000,12,25.0,44.0028,0.0,1008.46,fixed,guarantor,0.0,63,married,post_secondary,rural,repeated,2020-04-14,male,agriculture,0,micro,20.0,24579.0,288000.0,268000,5442,29,,,,0,5.0,110,0,0.0,1,335.15,335.15,335.15,335.15,335.15,335.15,335.15,335.15,335.15,335.15,335.15,335.15,335.15
823,823,823,causeni,rapid_loan_<=75_000_mdl,50000,50000,36,25.0,37.0932,0.0,2240.18,floating,guarantor,0.0,43,married,post_secondary,rural,new,2024-06-27,female,agriculture,50000,micro,5.0,8060.0,128500.0,56500,3070,65,,,,0,2.0,62,0,0.0,1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
824,824,824,cahul,rapid_loan_75_001_150000_mdl,65000,65000,36,25.0,34.2708,0.0,2817.93,floating,guarantor,0.0,25,cohabitation,higher,urban,repeated,2022-01-28,female,commerce,15772.92,micro,12.0,201976.0,190500.0,155000,7891,0.61,,,,31,3.0,72,0,30000.0,1,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
825,825,825,chisinau_strcalea_iesilor,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,33.7428,0.0,5307.02,fixed,mixt,75000.0,29,married,post_secondary,urban,new,2019-05-13,male,services,0,micro,2.0,585111.0,0.0,0,11068.59,0,0.0,0.0,0.0,0,1.0,1,0,0.0,1,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57
826,826,826,soroca,rapid_loan_<=75_000_mdl,10000,10000,12,25.0,45.4284,0.0,999.7,fixed,guarantor,0.0,39,married,school,rural,new,2018-03-23,female,agriculture,0,micro,,,,,,,,,,,,,,,1,-503.69,-503.69,-503.69,-503.69,-503.69,-503.69,-503.69,-503.69,-503.69,-503.69,-503.69,-503.69,-503.69
827,827,827,soroca,rapid_loan_<=75_000_mdl,20000,20000,24,25.0,40.5036,0.0,1186.18,fixed,guarantor,0.0,41,married,school,rural,repeated,2020-03-06,female,agriculture,0,micro,4.0,926.0,150000.0,152100,1067,,,,,4,1.0,115,0,,1,2714.44,2714.44,2714.44,2714.44,2714.44,2714.44,2714.44,2714.44,2714.44,2714.44,2714.44,2714.44,2714.44
828,828,828,drochia,rapid_loan_<=75_000_mdl,50000,50000,12,25.0,41.586,0.0,5001.98,fixed,guarantor,0.0,40,married,school,urban,new,2019-09-25,male,services,0,micro,11.0,29051.0,936000.0,259248,8940,41,0.0,0.0,0.0,0,1.0,84,0,0.0,1,-362.8,-362.8,-362.8,-362.8,-362.8,-362.8,-362.8,-362.8,-362.8,-362.8,-362.8,-362.8,-362.8
829,829,829,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,100000,100000,24,22.0,36.6444,0.0,5731.07,floating,guarantor,0.0,47,married,higher,urban,new,2022-09-15,male,agriculture,15087.14,micro,,,,,,,,,,,,,,,1,17.914,17.914,17.914,17.914,17.914,17.914,17.914,17.914,17.914,17.914,17.914,17.914,17.914
830,830,830,chisinau_str._puskin,rapid_loan_<=75_000_mdl,40000,40000,18,25.0,39.072,0.0,2867.65,fixed,guarantor,0.0,40,married,school,rural,new,2018-05-21,male,industry,0,micro,,,,,,,,,,,,,,,1,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.44
831,831,831,chisinau_str._puskin,rapid_loan_<=75_000_mdl,25000,25000,10,25.0,44.0148,0.0,2925.43,fixed,guarantor,0.0,31,single,higher,urban,repeated,2018-03-16,male,services,0,micro,,,,,,,,,,,,,,,1,17.078,17.078,17.078,17.078,17.078,17.078,17.078,17.078,17.078,17.078,17.078,17.078,17.078
832,832,832,soroca,rapid_loan_75_001_150000_mdl,100000,100000,7,20.0,33.9204,0.0,28108.59,fixed,guarantor,0.0,55,married,school,rural,repeated,2020-02-03,male,agriculture,0,micro,3.0,0.0,489000.0,340390,9418,39,,,,0,0.0,23,0,,1,16.4035,16.4035,16.4035,16.4035,16.4035,16.4035,16.4035,16.4035,16.4035,16.4035,16.4035,16.4035,16.4035
833,833,833,drochia,rapid_loan_75_001_150000_mdl,60000,60000,12,20.0,33.468,0.0,5995.08,fixed,guarantor,0.0,46,married,school,rural,new,2020-10-27,male,agriculture,0,micro,3.0,0.0,26250.0,10017,6024,60,0.0,0.0,0.0,0,0.0,0,0,0.0,1,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675
834,834,834,soroca,rapid_loan_<=75_000_mdl,70000,70000,36,27.0,40.1868,0.0,3257.21,floating,guarantor,0.0,60,married,school,rural,new,2023-06-30,female,agriculture,54808.78,micro,40.0,9389.48,99800.0,56200,3260,0.7,,,,0,1.0,4_luni,nu,,1,16.387,16.387,16.387,16.387,16.387,16.387,16.387,16.387,16.387,16.387,16.387,16.387,16.387
835,835,835,soroca,rapid_loan_75_001_150000_mdl,100000,100000,36,23.0,35.6172,0.0,4399.04,floating,guarantor,0.0,56,married,school,urban,repeated,2023-10-17,male,services,83376.77,micro,18.0,45542.78,360000.0,187068,8370,54,,,,0,3.0,51,0,3523080.0,1,17.958,17.958,17.958,17.958,17.958,17.958,17.958,17.958,17.958,17.958,17.958,17.958,17.958
836,836,836,drochia,rapid_loan_<=75_000_mdl,50000,50000,36,27.0,36.63,0.0,2308.15,floating,guarantor,0.0,43,cohabitation,school,rural,new,2023-07-20,female,agriculture,38799.1,micro,4.0,38415.0,12875.0,5925,3600,61,0.0,0.0,0.0,0,2.0,97,0,0.0,1,19.2635,19.2635,19.2635,19.2635,19.2635,19.2635,19.2635,19.2635,19.2635,19.2635,19.2635,19.2635,19.2635
837,837,837,balti,rapid_loan_<=75_000_mdl,25000,25000,12,24.0,41.1096,0.0,2485.66,fixed,guarantor,0.0,44,married,school,urban,repeated,2019-04-24,female,commerce,0,micro,,,,,,,,,,,,,,,1,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828
838,838,838,balti,rapid_loan_<=75_000_mdl,12000,12000,12,25.0,42.5388,0.0,1201.51,floating,no_collateral,0.0,32,cohabitation,school,rural,repeated,2024-05-23,female,agriculture,11087.72,micro,4.0,45541.0,435000.0,246310,4362,0.21,0.0,0.0,0.0,0,2.0,46,0,0.0,1,17.564,17.564,17.564,17.564,17.564,17.564,17.564,17.564,17.564,17.564,17.564,17.564,17.564
839,839,839,drochia,rapid_loan_75_001_150000_mdl,60000,60000,24,20.0,34.6452,0.0,3377.41,fixed,guarantor,0.0,55,married,school,rural,repeated,2020-05-11,male,agriculture,0,micro,10.0,6584.0,172200.0,126500,2740,58,0.0,0.0,0.0,0,2.0,71,0,0.0,1,18.9635,18.9635,18.9635,18.9635,18.9635,18.9635,18.9635,18.9635,18.9635,18.9635,18.9635,18.9635,18.9635
840,840,840,balti,rapid_loan_75_001_150000_mdl,100000,100000,12,20.0,36.1308,0.0,9801.44,fixed,guarantor,0.0,34,cohabitation,post_secondary,urban,new,2021-10-13,male,commerce,0,micro,1.0,0.0,960000.0,166296,9783,0.71,,,,0,0.0,0,0,0.0,1,16.643,16.643,16.643,16.643,16.643,16.643,16.643,16.643,16.643,16.643,16.643,16.643,16.643
841,841,841,balti,rapid_loan_<=75_000_mdl,20000,20000,12,25.0,47.2284,0.0,1987.35,fixed,guarantor,0.0,53,cohabitation,school,rural,repeated,2019-06-10,male,agriculture,0,micro,5.0,9498.6,104400.0,49284,2005,0.49,,,,3,1.0,78,0,0.0,1,17.2654,17.2654,17.2654,17.2654,17.2654,17.2654,17.2654,17.2654,17.2654,17.2654,17.2654,17.2654,17.2654
842,842,842,balti,rapid_loan_75_001_150000_mdl,100000,100000,36,22.0,34.6092,0.0,4343.95,floating,guarantor,0.0,69,single,school,urban,new,2022-09-20,female,commerce,0,micro,20.0,35224.0,530400.0,137638.32,6955,0.61,,,,1,0.0,99,0,0.0,1,17.975,17.975,17.975,17.975,17.975,17.975,17.975,17.975,17.975,17.975,17.975,17.975,17.975
843,843,843,edinet,rapid_loan_<=75_000_mdl,20000,20000,24,25.0,38.5956,0.0,1300.34,fixed,guarantor,0.0,61,married,post_secondary,rural,new,2019-03-13,male,services,0,micro,,,,,,,,,,,,,,,1,17.959,17.959,17.959,17.959,17.959,17.959,17.959,17.959,17.959,17.959,17.959,17.959,17.959
844,844,844,soroca,rapid_loan_75_001_150000_mdl,70000,70000,26,25.0,33.8316,0.0,7002.96,fixed,guarantor,0.0,42,single,school,rural,new,2021-10-11,male,agriculture,0,micro,5.0,0.0,147000.0,71825,3735,62,,,,0,0.0,0,0,0.0,1,16.993,16.993,16.993,16.993,16.993,16.993,16.993,16.993,16.993,16.993,16.993,16.993,16.993
845,845,845,balti,rapid_loan_<=75_000_mdl,50000,50000,12,25.0,43.0824,0.0,5019.63,fixed,guarantor,0.0,27,married,post_secondary,urban,new,2020-10-19,male,commerce,0,micro,3.0,14706.46,60000.0,9500,6149,0.65,,,,0,0.0,24,0,0.0,1,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305
846,846,846,balti,rapid_loan_75_001_150000_mdl,63000,63000,24,20.0,34.1184,0.0,3546.47,fixed,guarantor,0.0,32,married,school,rural,new,2019-07-19,male,agriculture,0,micro,10.0,0.0,121275.0,64982,3553,0.66,,,,0,0.0,0,0,0.0,1,17.805,17.805,17.805,17.805,17.805,17.805,17.805,17.805,17.805,17.805,17.805,17.805,17.805
847,847,847,drochia,rapid_loan_75_001_150000_mdl,120000,120000,31,25.0,34.8612,0.0,15309.91,floating,guarantor,0.0,19,married,school,rural,new,2023-05-04,female,agriculture,80515.66,small,2.0,0.0,152500.0,88750,5107,69,0.0,0.0,0.0,0,0.0,0,0,0.0,1,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97
848,848,848,balti,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,33.3228,0.0,5660.71,fixed,guarantor,0.0,55,married,school,urban,repeated,2019-10-22,female,commerce,0,micro,,,,,,,,,,,,,,,1,17.565,17.565,17.565,17.565,17.565,17.565,17.565,17.565,17.565,17.565,17.565,17.565,17.565
849,849,849,balti,rapid_loan_75_001_150000_mdl,50000,50000,28,20.0,33.024,0.0,2494.04,floating,guarantor,0.0,57,married,school,urban,repeated,2021-09-30,female,commerce,0,micro,13.0,55847.37,360000.0,125536.56,8052.5,0.77,0.0,0.0,0.0,4,2.0,33,0,0.0,1,17.5272,17.5272,17.5272,17.5272,17.5272,17.5272,17.5272,17.5272,17.5272,17.5272,17.5272,17.5272,17.5272
850,850,850,balti,rapid_loan_<=75_000_mdl,65000,65000,23,28.0,39.276,5.0,5906.85,floating,mixt,102000.0,29,married,school,rural,new,2022-12-29,male,agriculture,30436.33,micro,3.0,0.0,452750.0,213750,3929,0.22,0.0,0.0,0.0,0,0.0,0,0,0.0,1,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825
851,851,851,edinet,rapid_loan_75_001_150000_mdl,75000,75000,24,18.0,32.568,0.0,4142.99,fixed,guarantor,0.0,34,married,lyceum,rural,new,2020-04-17,female,agriculture,0,micro,1.0,143672.0,193800.0,142584,8305,70,,,,0,1.0,38_luni,,,1,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805
852,852,852,drochia,rapid_loan_75_001_150000_mdl,80000,80000,20,20.0,31.9644,0.0,13233.45,fixed,guarantor,0.0,28,married,school,rural,new,2020-04-16,female,agriculture,0,micro,3.0,150000.0,150000.0,100000,8344,100,0.0,0.0,0.0,0,0.0,2,0,0.0,1,17.6147,17.6147,17.6147,17.6147,17.6147,17.6147,17.6147,17.6147,17.6147,17.6147,17.6147,17.6147,17.6147
853,853,853,balti,rapid_loan_75_001_150000_mdl,100000,100000,36,20.0,32.052,0.0,4249.4,fixed,guarantor,0.0,29,married,school,rural,new,2018-04-06,female,other,0,micro,,,,,,,,,,,,,,,1,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279
854,854,854,balti,rapid_loan_<=75_000_mdl,30000,30000,12,25.0,41.8812,0.0,2994.12,fixed,guarantor,0.0,53,married,school,urban,new,2018-06-27,female,commerce,0,micro,,,,,,,,,,,,,,,1,17.0154,17.0154,17.0154,17.0154,17.0154,17.0154,17.0154,17.0154,17.0154,17.0154,17.0154,17.0154,17.0154
855,855,855,edinet,rapid_loan_75_001_150000_mdl,150000,150000,35,18.0,28.3728,6.0,12522.15,floating,guarantor,0.0,46,single,lyceum,rural,repeated,2023-11-28,female,agriculture,141116.18,small,15.0,0.0,630000.0,123096,6443,0.63,,,,91+,0.0,135_luni,0,,1,16.553,16.553,16.553,16.553,16.553,16.553,16.553,16.553,16.553,16.553,16.553,16.553,16.553
856,856,856,balti,rapid_loan_<=75_000_mdl,40000,40000,24,25.0,38.3316,0.0,2327.2,fixed,guarantor,0.0,47,married,post_secondary,urban,new,2019-01-28,female,commerce,0,micro,,,,,,,,,,,,,,,0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
857,857,857,chisinau_str._puskin,rapid_loan_<=75_000_mdl,35000,35000,18,25.0,40.806,0.0,2539.63,fixed,guarantor,0.0,26,divorced,lyceum,urban,new,2021-03-19,female,commerce,0,micro,,,,,,,,,,,,,,,1,17.4105,17.4105,17.4105,17.4105,17.4105,17.4105,17.4105,17.4105,17.4105,17.4105,17.4105,17.4105,17.4105
858,858,858,cahul,rapid_loan_<=75_000_mdl,30000,30000,12,25.0,42.0048,0.0,2995.93,fixed,guarantor,0.0,30,married,post_secondary,rural,new,2021-05-14,male,agriculture,0,micro,2.0,414189.0,744000.0,744000,12618,0.2,,,,0,3.0,84,0,972000.0,1,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97
859,859,859,cahul,rapid_loan_75_001_150000_mdl,51000,51000,24,25.0,36.8796,0.0,2932.76,floating,guarantor,0.0,31,married,post_secondary,rural,repeated,2022-04-12,male,agriculture,0,micro,3.0,485174.0,900000.0,650000,18414,0.34,,,,6,6.0,96,0,972000.0,1,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33
860,860,860,cahul,rapid_loan_75_001_150000_mdl,55000,55000,18,20.0,35.604,4.0,4932.43,floating,guarantor,0.0,56,married,lyceum,rural,repeated,2022-05-19,male,agriculture,0,micro,5.0,100505.0,270000.0,219000,4314,0.31,,,,31,5.0,144,0,63200.0,1,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45
861,861,861,comrat,rapid_loan_75_001_150000_mdl,100000,100000,19,25.0,36.1512,0.0,16695.02,floating,guarantor,0.0,30,single,post_secondary,rural,repeated,2023-05-31,male,services,49269.62,micro,,,,,,,,,,,,,,,1,16.617,16.617,16.617,16.617,16.617,16.617,16.617,16.617,16.617,16.617,16.617,16.617,16.617
862,862,862,drochia,rapid_loan_<=75_000_mdl,15000,15000,18,25.0,41.1072,0.0,1090.69,fixed,guarantor,0.0,58,married,school,rural,new,2018-06-11,male,agriculture,0,micro,10.0,31633.0,48700.0,47930,2805,70,0.0,0.0,0.0,0,3.0,59,0,0.0,1,17.364,17.364,17.364,17.364,17.364,17.364,17.364,17.364,17.364,17.364,17.364,17.364,17.364
863,863,863,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,65000,65000,24,20.0,35.3088,0.0,3680.81,floating,guarantor,0.0,60,single,higher,urban,repeated,2021-09-30,female,commerce,0,micro,,,,,,,,,,,,,,,1,17.6124,17.6124,17.6124,17.6124,17.6124,17.6124,17.6124,17.6124,17.6124,17.6124,17.6124,17.6124,17.6124
864,864,864,soroca,rapid_loan_<=75_000_mdl,45000,45000,24,25.0,38.7576,0.0,2628.03,fixed,guarantor,0.0,40,married,school,urban,new,2019-01-24,male,services,0,micro,,,,,,,,,,,,,,,1,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65
865,865,865,soroca,rapid_loan_75_001_150000_mdl,70000,70000,24,20.0,33.1272,0.0,3925.28,fixed,guarantor,0.0,36,married,school,rural,new,2019-01-31,male,services,0,micro,,,,,,,,,,,,,,,1,18.26,18.26,18.26,18.26,18.26,18.26,18.26,18.26,18.26,18.26,18.26,18.26,18.26
866,866,866,soroca,rapid_loan_75_001_150000_mdl,15000,15000,12,20.0,37.398,0.0,1464.32,fixed,guarantor,0.0,37,married,school,rural,repeated,2019-12-19,male,services,0,micro,,,,,,,,,,,,,,,1,17.148,17.148,17.148,17.148,17.148,17.148,17.148,17.148,17.148,17.148,17.148,17.148,17.148
867,867,867,balti,rapid_loan_<=75_000_mdl,32000,32000,24,25.0,38.5188,0.0,1864.86,fixed,guarantor,0.0,57,cohabitation,school,urban,new,2020-01-28,female,commerce,0,micro,2.0,6343.0,116000.0,40687,2136,0.63,0.0,0.0,0.0,2,1.0,36,0,0.0,1,17.25,17.25,17.25,17.25,17.25,17.25,17.25,17.25,17.25,17.25,17.25,17.25,17.25
868,868,868,soroca,rapid_loan_75_001_150000_mdl,20000,20000,12,22.0,38.3172,0.0,1961.34,floating,guarantor,0.0,64,married,school,rural,repeated,2022-11-30,male,agriculture,0,micro,32.0,78777.0,178500.0,156459,9054.41,0.69,,,,0,2.0,116_luni,nu,,1,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712
869,869,869,causeni,rapid_loan_<=75_000_mdl,45000,45000,20,25.0,35.982,0.0,3024.28,floating,guarantor,0.0,24,single,school,rural,new,2022-09-14,male,agriculture,0,micro,1.0,45656.0,105300.0,71496,3455,58,,,,0,3.0,21,0,0.0,1,17.782,17.782,17.782,17.782,17.782,17.782,17.782,17.782,17.782,17.782,17.782,17.782,17.782
870,870,870,comrat,rapid_loan_75_001_150000_mdl,100000,100000,20,20.0,32.6112,0.0,8158.37,fixed,guarantor,0.0,40,married,post_secondary,urban,new,2020-04-24,male,services,0,micro,,,,,,,,,,,,,,,1,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68
871,871,871,soroca,rapid_loan_75_001_150000_mdl,50000,50000,36,28.0,40.2456,0.0,2328.23,floating,guarantor,0.0,57,married,school,rural,repeated,2023-03-24,male,agriculture,34008.16,micro,6.0,98434.0,150900.0,136200,7912,70,,,,0,2.0,112,0,,1,16.9865,16.9865,16.9865,16.9865,16.9865,16.9865,16.9865,16.9865,16.9865,16.9865,16.9865,16.9865,16.9865
872,872,872,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,80000,80000,24,20.0,34.1676,0.0,4483.78,fixed,guarantor,0.0,66,single,higher,urban,new,2021-06-22,male,commerce,0,micro,,,,,,,,,,,,,,,1,17.1057,17.1057,17.1057,17.1057,17.1057,17.1057,17.1057,17.1057,17.1057,17.1057,17.1057,17.1057,17.1057
873,873,873,soroca,rapid_loan_<=75_000_mdl,30000,30000,24,25.0,38.2956,0.0,1744.85,fixed,guarantor,0.0,32,married,school,rural,new,2021-07-21,male,agriculture,0,micro,2.0,27607.0,166500.0,85850,2913,41,,,,3,1.0,29,0,0.0,1,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75
