,Unnamed: 0.1,Unnamed: 0,branch,product_details,amount,amount_mdl,maturity_months,ir,eir,grace_period,montly_payment,repayment_schedule,guarantees,amount_pledge,ages_of_borrower,social_status,background,urban/rural,type_client_new/repeated,date_disbursement,gender,economic_sector,oustanding_amount,client/credit_segment_retail_micro_sme,experience_in_business_years,other_debts_to_banks_non,annual_sales_volume_mdl,annual_profit_mdl,amount_of_loans_paid_monthly,debt_service_ratio_%,assets_according_to_bs_for,equity_according_to_bs_for,net_profit_acc_to_bs,days_in_arrears_acc_to,how_many_loans_acc_to,duration_of_credit_history_since,existence_of_debt_collection_files/criminal,assets_according_to_public_service,target,Currency,Interest Rate,Inflation Rate,Food Inflation,Consumer Price Index CPI,Balance of Trade,Wages,Unemployment Rate,Remittances,GDP Growth Rate,Current Account,GDP,Government Budget
874,874,874,soroca,rapid_loan_<=75_000_mdl,55000,55000,34,30.0,40.7844,0.0,5244.69,floating,guarantor,0.0,33,married,school,rural,repeated,2023-02-10,male,agriculture,38950.64,micro,4.0,20755.98,217500.0,135850,5687,50,,,,7,2.0,48,0,0.0,1,19.4155,19.4155,19.4155,19.4155,19.4155,19.4155,19.4155,19.4155,19.4155,19.4155,19.4155,19.4155,19.4155
875,875,875,soroca,rapid_loan_75_001_150000_mdl,70000,70000,24,20.0,35.0076,0.0,3953.21,fixed,guarantor,0.0,24,single,lyceum,urban,new,2020-12-10,female,commerce,0,micro,4.0,222057.0,468000.0,69036,3927,68,,,,0,5.0,0,0,,1,16.921,16.921,16.921,16.921,16.921,16.921,16.921,16.921,16.921,16.921,16.921,16.921,16.921
876,876,876,drochia,rapid_loan_75_001_150000_mdl,20000,20000,24,20.0,34.7376,0.0,1126.74,floating,guarantor,0.0,27,married,school,rural,repeated,2021-12-28,male,agriculture,0,micro,7.0,81498.0,311796.0,205500,11133,65,0.0,0.0,0.0,0,2.0,25,0,0.0,1,16.467,16.467,16.467,16.467,16.467,16.467,16.467,16.467,16.467,16.467,16.467,16.467,16.467
877,877,877,drochia,rapid_loan_75_001_150000_mdl,47000,47000,24,23.0,38.0496,0.0,2727.6,floating,guarantor,0.0,30,married,school,rural,repeated,2024-03-06,male,agriculture,42633.68,micro,10.0,64771.0,342804.0,232356,7757,40,0.0,0.0,0.0,2,3.0,52,0,172714.0,1,16.775,16.775,16.775,16.775,16.775,16.775,16.775,16.775,16.775,16.775,16.775,16.775,16.775
878,878,878,ungheni,rapid_loan_75_001_150000_mdl,60000,60000,36,27.0,39.7572,0.0,2777.37,floating,guarantor,0.0,48,married,school,urban,new,2023-01-10,male,commerce,37831.28,micro,10.0,60000.0,720000.0,290712,2765,36,,,,0,0.0,0,0,3.0,1,17.65,17.65,17.65,17.65,17.65,17.65,17.65,17.65,17.65,17.65,17.65,17.65,17.65
879,879,879,ungheni,rapid_loan_<=75_000_mdl,40000,40000,24,25.0,38.4216,0.0,2329.05,floating,guarantor,0.0,45,married,school,urban,new,2022-03-30,female,commerce,0,micro,10.0,80822.0,1968000.0,235920,3358,17,,,,0,3.0,1,0,2.0,1,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64
880,880,880,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,80000,80000,18,20.0,36.2232,0.0,5621.95,fixed,mixt,63600.0,33,single,post_secondary,urban,new,2021-04-14,male,commerce,0,micro,,,,,,,,,,,,,,,1,17.5424,17.5424,17.5424,17.5424,17.5424,17.5424,17.5424,17.5424,17.5424,17.5424,17.5424,17.5424,17.5424
881,881,881,edinet,rapid_loan_75_001_150000_mdl,60000,60000,22,20.0,29.4804,8.0,10178.29,fixed,guarantor,0.0,52,married,school,rural,new,2021-04-05,male,agriculture,0,micro,0.0,137521.0,416000.0,223605,7119,38,,,,0,1.0,109,0,,1,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35
882,882,882,comrat,rapid_loan_75_001_150000_mdl,100000,100000,36,18.0,30.4392,0.0,4119.82,fixed,guarantor,0.0,31,single,post_secondary,urban,repeated,2021-05-26,male,services,0,micro,,,,,,,,,,,,,,,1,17.7405,17.7405,17.7405,17.7405,17.7405,17.7405,17.7405,17.7405,17.7405,17.7405,17.7405,17.7405,17.7405
883,883,883,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,100000,100000,12,20.0,37.8684,0.0,9784.89,fixed,guarantor,0.0,48,single,lyceum,urban,new,2019-01-03,female,commerce,0,micro,,,,,,,,,,,,,,,1,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49
884,884,884,balti,rapid_loan_<=75_000_mdl,30000,30000,24,25.0,39.3684,0.0,1761.52,fixed,guarantor,0.0,35,married,school,rural,new,2020-05-19,male,agriculture,0,micro,6.0,81889.0,108590.0,71690,3815,0.63,,,,0,3.0,14,0,0.0,1,17.6333,17.6333,17.6333,17.6333,17.6333,17.6333,17.6333,17.6333,17.6333,17.6333,17.6333,17.6333,17.6333
885,885,885,chisinau_strcalea_iesilor,rapid_loan_<=75_000_mdl,50000,50000,30,25.0,38.0664,0.0,2516.79,floating,guarantor,0.0,57,married,post_secondary,urban,repeated,2022-08-23,male,commerce,16476.63,micro,16.0,114357.98,1318800.0,276468,4970,22,0.0,0.0,0.0,42,0.0,6,0,0.0,1,16.444,16.444,16.444,16.444,16.444,16.444,16.444,16.444,16.444,16.444,16.444,16.444,16.444
886,886,886,orhei,rapid_loan_75_001_150000_mdl,80000,80000,26,22.0,31.7148,7.0,8350.98,floating,guarantor,0.0,47,single,school,rural,new,2022-08-22,male,agriculture,0,micro,11.0,78189.0,374700.0,279105,9445,0.406083731928844,0.0,0.0,0.0,0,1.0,91,nu,0.0,1,17.563,17.563,17.563,17.563,17.563,17.563,17.563,17.563,17.563,17.563,17.563,17.563,17.563
887,887,887,edinet,rapid_loan_75_001_150000_mdl,96000,96000,36,18.0,30.4224,0.0,3954.16,floating,guarantor,0.0,35,cohabitation,lyceum,rural,repeated,2023-12-28,female,agriculture,82977.26,micro,7.0,599103.24,1302400.0,790628,31137,0.47,,,,0,4.0,64_luni,0,,1,17.125,17.125,17.125,17.125,17.125,17.125,17.125,17.125,17.125,17.125,17.125,17.125,17.125
888,888,888,drochia,rapid_loan_75_001_150000_mdl,20000,20000,24,20.0,34.7292,0.0,1126.65,fixed,guarantor,0.0,43,cohabitation,post_secondary,urban,repeated,2019-07-11,female,services,0,micro,7.0,54648.0,134280.0,42180,4297,64,0.0,0.0,0.0,0,1.0,1,0,0.0,1,16.923,16.923,16.923,16.923,16.923,16.923,16.923,16.923,16.923,16.923,16.923,16.923,16.923
889,889,889,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,100000,100000,12,20.0,37.122,0.0,9086.15,fixed,guarantor,0.0,38,married,higher,urban,new,2019-08-22,male,services,0,micro,,,,,,,,,,,,,,,1,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65
890,890,890,soroca,rapid_loan_<=75_000_mdl,40000,40000,12,25.0,42.3492,0.0,4038.61,fixed,guarantor,0.0,53,married,school,urban,new,2018-01-16,male,commerce,0,micro,,,,,,,,,,,,,,,1,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655
891,891,891,soroca,rapid_loan_<=75_000_mdl,10000,10000,12,25.0,41.1768,0.0,994.6,fixed,guarantor,0.0,55,married,school,urban,repeated,2020-01-29,male,commerce,0,micro,20.0,71891.49,300000.0,204000,,,,,,6,3.0,24,0,,1,17.932,17.932,17.932,17.932,17.932,17.932,17.932,17.932,17.932,17.932,17.932,17.932,17.932
892,892,892,balti,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,34.5636,0.0,5624.83,fixed,guarantor,0.0,59,divorced,higher,rural,repeated,2020-09-16,female,commerce,0,micro,10.0,0.0,1320000.0,164799.96,5600,0.41,,,,91+,0.0,95,0,0.0,1,17.1975,17.1975,17.1975,17.1975,17.1975,17.1975,17.1975,17.1975,17.1975,17.1975,17.1975,17.1975,17.1975
893,893,893,chisinau_str._puskin,rapid_loan_<=75_000_mdl,20000,20000,15,25.0,42.258,0.0,1690.18,fixed,guarantor,0.0,60,single,school,rural,repeated,2019-08-09,female,agriculture,0,micro,,,,,,,,,,,,,,,1,17.764,17.764,17.764,17.764,17.764,17.764,17.764,17.764,17.764,17.764,17.764,17.764,17.764
894,894,894,drochia,rapid_loan_<=75_000_mdl,27000,27000,24,25.0,40.2744,0.0,1598.12,fixed,guarantor,0.0,29,single,lyceum,urban,repeated,2018-10-03,female,other,0,micro,3.0,40135.0,132000.0,59808,3615,52,0.0,0.0,0.0,0,2.0,45,0,0.0,1,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954
895,895,895,soroca,rapid_loan_<=75_000_mdl,50000,50000,24,25.0,40.7172,0.0,2971.03,fixed,guarantor,0.0,30,married,school,rural,new,2020-04-03,male,agriculture,0,micro,4.0,0.0,88200.0,,4071.66,,,,,0,0.0,0,0,,1,17.6022,17.6022,17.6022,17.6022,17.6022,17.6022,17.6022,17.6022,17.6022,17.6022,17.6022,17.6022,17.6022
896,896,896,soroca,rapid_loan_<=75_000_mdl,25000,25000,24,29.0,42.5916,0.0,1510.13,floating,guarantor,0.0,33,married,school,rural,repeated,2023-03-27,male,agriculture,11046.63,micro,6.0,48506.78,112500.0,98000,4700,58,,,,0,2.0,35,0,,1,17.82119,17.82119,17.82119,17.82119,17.82119,17.82119,17.82119,17.82119,17.82119,17.82119,17.82119,17.82119,17.82119
897,897,897,drochia,rapid_loan_75_001_150000_mdl,60000,60000,22,20.0,30.1368,0.0,4872.09,fixed,guarantor,0.0,24,cohabitation,school,rural,new,2020-01-27,male,agriculture,0,micro,4.0,0.0,139700.0,95600,3333,42,0.0,0.0,0.0,0,0.0,0,0,0.0,1,17.0658,17.0658,17.0658,17.0658,17.0658,17.0658,17.0658,17.0658,17.0658,17.0658,17.0658,17.0658,17.0658
898,898,898,soroca,rapid_loan_<=75_000_mdl,50000,50000,12,25.0,40.6668,0.0,4960.51,fixed,guarantor,0.0,59,married,school,urban,new,2019-08-01,female,services,0,micro,15.0,113610.0,,,10800,,,,,0,2.0,25,0,,1,17.567,17.567,17.567,17.567,17.567,17.567,17.567,17.567,17.567,17.567,17.567,17.567,17.567
899,899,899,soroca,rapid_loan_<=75_000_mdl,30000,30000,12,25.0,44.874,0.0,3038.23,fixed,no_collateral,0.0,61,married,school,urban,repeated,2022-02-22,female,industry,0,micro,18.0,80399.0,1557216.0,288888,11485,48,,,,31+,1.0,56,0,,1,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
900,900,900,orhei,rapid_loan_<=75_000_mdl,25000,25000,36,23.0,35.4804,0.0,1097.88,floating,guarantor,0.0,38,cohabitation,lyceum,urban,repeated,2024-06-07,male,commerce,25000,micro,1.0,75155.0,468000.0,63788,4018,0.7558788486862732,0.0,0.0,0.0,0,2.0,14,nu,0.0,1,17.6323,17.6323,17.6323,17.6323,17.6323,17.6323,17.6323,17.6323,17.6323,17.6323,17.6323,17.6323,17.6323
901,901,901,orhei,rapid_loan_<=75_000_mdl,40000,40000,14,25.0,42.4764,0.0,3544.04,fixed,guarantor,0.0,21,single,school,urban,new,2022-06-09,female,commerce,0,micro,0.25,0.0,393120.0,108960,3533,0.38909691629955945,0.0,0.0,0.0,0,0.0,0,nu,0.0,1,17.0854,17.0854,17.0854,17.0854,17.0854,17.0854,17.0854,17.0854,17.0854,17.0854,17.0854,17.0854,17.0854
902,902,902,drochia,rapid_loan_75_001_150000_mdl,55000,55000,23,20.0,30.8256,0.0,3726.71,fixed,guarantor,0.0,47,married,school,rural,new,2021-01-28,male,agriculture,0,micro,5.0,0.0,167496.0,80496,3731,56,0.0,0.0,0.0,0,0.0,0,0,0.0,1,17.165,17.165,17.165,17.165,17.165,17.165,17.165,17.165,17.165,17.165,17.165,17.165,17.165
903,903,903,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,55000,55000,12,25.0,42.774,0.0,5513.27,fixed,guarantor,0.0,34,married,higher,urban,new,2019-05-21,male,services,0,micro,,,,,,,,,,,,,,,1,17.577,17.577,17.577,17.577,17.577,17.577,17.577,17.577,17.577,17.577,17.577,17.577,17.577
904,904,904,drochia,rapid_loan_<=75_000_mdl,50000,50000,24,25.0,40.0056,0.0,2966.25,fixed,guarantor,0.0,28,cohabitation,school,rural,new,2018-08-03,male,agriculture,0,micro,6.0,25377.0,108950.0,54860,2834,62,0.0,0.0,0.0,0,1.0,41,0,0.0,1,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
905,905,905,drochia,rapid_loan_<=75_000_mdl,10000,10000,18,25.0,44.1024,0.0,730.76,fixed,guarantor,0.0,59,married,school,rural,new,2018-08-03,female,agriculture,0,micro,35.0,0.0,35400.0,18760,731,46,0.0,0.0,0.0,0,0.0,76,0,0.0,1,8.04,8.04,8.04,8.04,8.04,8.04,8.04,8.04,8.04,8.04,8.04,8.04,8.04
906,906,906,soroca,rapid_loan_75_001_150000_mdl,100000,100000,8,25.0,40.2408,0.0,19251.91,floating,guarantor,0.0,38,divorced,post_secondary,rural,new,2023-04-27,male,agriculture,53950.05,micro,,,,,,,,,,,,,,,0,2529.26,2529.26,2529.26,2529.26,2529.26,2529.26,2529.26,2529.26,2529.26,2529.26,2529.26,2529.26,2529.26
907,907,907,balti,rapid_loan_75_001_150000_mdl,52000,52000,36,25.0,34.884,0.0,2271.09,floating,guarantor,0.0,35,married,school,rural,new,2022-02-17,male,agriculture,0,micro,20.0,362945.0,594650.0,459320,16624,43.43,,,,6,5.0,29,0,0.0,1,-271.1,-271.1,-271.1,-271.1,-271.1,-271.1,-271.1,-271.1,-271.1,-271.1,-271.1,-271.1,-271.1
908,908,908,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,34.1664,0.0,5604.71,fixed,guarantor,0.0,54,single,lyceum,rural,new,2021-08-17,male,other,0,micro,,,,,,,,,,,,,,,1,18.1636,18.1636,18.1636,18.1636,18.1636,18.1636,18.1636,18.1636,18.1636,18.1636,18.1636,18.1636,18.1636
909,909,909,soroca,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,29.7624,0.0,5903.8,fixed,guarantor,0.0,34,married,higher,rural,new,2019-01-18,male,agriculture,0,micro,4.0,0.0,,,,,,,,0,0.0,0,0,,1,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305
910,910,910,soroca,rapid_loan_<=75_000_mdl,25000,25000,26,27.0,36.006,0.0,4208.33,floating,guarantor,0.0,53,married,school,rural,repeated,2023-07-27,male,agriculture,21400.96,micro,16.0,33485.0,212000.0,116073,4710,49,,,,0,1.0,14,0,,1,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99
911,911,911,balti,rapid_loan_75_001_150000_mdl,100000,100000,36,25.0,36.1032,0.0,4427.31,floating,guarantor,0.0,57,married,school,rural,repeated,2022-05-10,male,agriculture,37457.52,micro,21.0,6119.08,131427.5,91971,4171.83,0.54,,,,0,2.0,17,0,0.0,1,17.8125,17.8125,17.8125,17.8125,17.8125,17.8125,17.8125,17.8125,17.8125,17.8125,17.8125,17.8125,17.8125
912,912,912,balti,rapid_loan_<=75_000_mdl,22000,22000,24,25.0,39.4452,0.0,1292.66,fixed,guarantor,0.0,39,married,school,urban,new,2018-06-07,female,other,0,micro,,,,,,,,,,,,,,,1,17.6645,17.6645,17.6645,17.6645,17.6645,17.6645,17.6645,17.6645,17.6645,17.6645,17.6645,17.6645,17.6645
913,913,913,balti,rapid_loan_<=75_000_mdl,15000,15000,18,25.0,42.0528,0.0,1097.86,fixed,guarantor,0.0,32,single,higher,urban,repeated,2018-05-03,female,commerce,0,micro,,,,,,,,,,,,,,,1,16.916,16.916,16.916,16.916,16.916,16.916,16.916,16.916,16.916,16.916,16.916,16.916,16.916
914,914,914,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,80000,80000,24,20.0,34.1364,0.0,4482.53,fixed,guarantor,0.0,52,married,post_secondary,urban,new,2020-07-20,female,services,0,micro,,,,,,,,,,,,,,,1,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
915,915,915,soroca,rapid_loan_75_001_150000_mdl,70000,70000,12,20.0,39.6252,0.0,6909.16,fixed,guarantor,0.0,42,married,school,rural,new,2022-03-03,female,agriculture,0,micro,5.0,0.0,394800.0,281200,6910,0.29,,,,0,0.0,0,nu,,1,9.59,9.59,9.59,9.59,9.59,9.59,9.59,9.59,9.59,9.59,9.59,9.59,9.59
916,916,916,balti,rapid_loan_75_001_150000_mdl,80000,80000,24,20.0,34.1508,0.0,4483.11,fixed,guarantor,0.0,36,married,post_secondary,urban,new,2022-05-23,female,services,0,micro,5.0,28999.0,155842.0,120541,7036.66,0.7,,,,31+,0.0,35,0,0.0,1,2387.21,2387.21,2387.21,2387.21,2387.21,2387.21,2387.21,2387.21,2387.21,2387.21,2387.21,2387.21,2387.21
917,917,917,balti,rapid_loan_75_001_150000_mdl,80000,80000,18,23.0,39.126,0.0,5737.44,floating,guarantor,0.0,44,cohabitation,school,urban,repeated,2024-01-05,female,services,60714.54,micro,8.0,432142.43,1169760.0,411684,22542,0.66,0.0,0.0,0.0,14,5.0,7,0,0.0,1,-183.2,-183.2,-183.2,-183.2,-183.2,-183.2,-183.2,-183.2,-183.2,-183.2,-183.2,-183.2,-183.2
918,918,918,balti,rapid_loan_75_001_150000_mdl,60000,60000,24,20.0,32.0808,0.0,3502.75,fixed,guarantor,0.0,38,married,post_secondary,urban,new,2019-11-29,female,commerce,0,micro,,,,,,,,,,,,,,,1,17.0928,17.0928,17.0928,17.0928,17.0928,17.0928,17.0928,17.0928,17.0928,17.0928,17.0928,17.0928,17.0928
919,919,919,drochia,rapid_loan_<=75_000_mdl,45000,45000,24,25.0,38.7816,0.0,2628.57,fixed,guarantor,0.0,35,married,school,rural,new,2018-07-25,male,other,0,micro,16.0,39000.0,222348.0,89148,3733,44,0.0,0.0,0.0,0,1.0,11,0,0.0,1,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993
920,920,920,soroca,rapid_loan_<=75_000_mdl,11000,11000,12,25.0,45.0756,0.0,1103.03,fixed,guarantor,0.0,31,married,school,rural,repeated,2019-06-11,male,agriculture,0,micro,8.0,38745.0,,,4478,,,,,0,1.0,114,0,,1,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33
921,921,921,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,70000,70000,24,20.0,34.8312,0.0,3946.92,fixed,guarantor,0.0,29,married,school,rural,new,2020-11-10,female,agriculture,0,micro,,,,,,,,,,,,,,,1,16.429,16.429,16.429,16.429,16.429,16.429,16.429,16.429,16.429,16.429,16.429,16.429,16.429
922,922,922,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,63000,58000,24,20.0,34.4856,0.0,3260.11,fixed,guarantor,0.0,25,single,higher,urban,new,2019-03-29,female,other,0,micro,,,,,,,,,,,,,,,1,18.9102,18.9102,18.9102,18.9102,18.9102,18.9102,18.9102,18.9102,18.9102,18.9102,18.9102,18.9102,18.9102
923,923,923,drochia,rapid_loan_75_001_150000_mdl,80000,80000,36,28.0,39.7176,0.0,3701.4,floating,guarantor,0.0,37,married,school,rural,new,2023-01-30,female,agriculture,49928.33,micro,20.0,54023.0,182628.0,119628,6061,61,0.0,0.0,0.0,1,2.0,54,0,0.0,1,17.242,17.242,17.242,17.242,17.242,17.242,17.242,17.242,17.242,17.242,17.242,17.242,17.242
924,924,924,balti,rapid_loan_<=75_000_mdl,50000,50000,24,25.0,39.0816,0.0,2976.76,floating,no_collateral,0.0,61,single,school,urban,new,2022-12-14,female,commerce,16999.41,micro,15.0,0.0,324000.0,74592,2979.1,0.48,,,,0,0.0,26,0,0.0,1,17.562,17.562,17.562,17.562,17.562,17.562,17.562,17.562,17.562,17.562,17.562,17.562,17.562
925,925,925,comrat,rapid_loan_<=75_000_mdl,40000,40000,24,27.0,39.9024,0.0,2359.83,floating,guarantor,0.0,37,married,post_secondary,rural,repeated,2023-05-30,male,agriculture,20808.7,micro,,,,,,,,,,,,,,,1,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285,17.285
926,926,926,drochia,rapid_loan_75_001_150000_mdl,80000,80000,24,20.0,33.7896,0.0,4468.49,fixed,guarantor,0.0,37,married,post_secondary,urban,repeated,2018-08-17,female,commerce,0,micro,11.0,7607.0,356796.0,102828,4469,52,0.0,0.0,0.0,29,1.0,84,0,0.0,1,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25
927,927,927,drochia,rapid_loan_75_001_150000_mdl,70000,70000,24,20.0,34.164,0.0,3974.56,fixed,guarantor,0.0,37,married,post_secondary,urban,new,2019-11-28,male,services,0,micro,6.0,95834.0,201600.0,38988,6744,64,0.0,0.0,0.0,0,1.0,3,0,0.0,1,17.355,17.355,17.355,17.355,17.355,17.355,17.355,17.355,17.355,17.355,17.355,17.355,17.355
928,928,928,balti,rapid_loan_<=75_000_mdl,20000,20000,12,25.0,44.3148,0.0,2019.98,floating,no_collateral,0.0,52,single,school,urban,repeated,2022-07-12,female,services,0,micro,6.0,24016.0,123120.0,67989,3503,0.62,0.0,0.0,0.0,0,2.0,99,0,0.0,1,16.387,16.387,16.387,16.387,16.387,16.387,16.387,16.387,16.387,16.387,16.387,16.387,16.387
929,929,929,cahul,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,35.3664,0.0,5665.74,fixed,guarantor,0.0,47,married,post_secondary,urban,new,2020-12-03,male,services,0,micro,7.0,100810.0,163200.0,110674,4372,0.47,215054.0,739997.0,164027.0,0,2.0,18,0,125000.0,1,17.7222,17.7222,17.7222,17.7222,17.7222,17.7222,17.7222,17.7222,17.7222,17.7222,17.7222,17.7222,17.7222
930,930,930,edinet,rapid_loan_75_001_150000_mdl,110000,110000,36,28.0,39.5988,0.0,5086.32,floating,guarantor,0.0,46,married,school,rural,repeated,2023-01-26,male,agriculture,0,small,5.0,13182.23,141000.0,103776,5270,0.61,,,,0,1.0,43_luni,0,,1,17.545,17.545,17.545,17.545,17.545,17.545,17.545,17.545,17.545,17.545,17.545,17.545,17.545
931,931,931,soroca,rapid_loan_75_001_150000_mdl,70000,70000,24,20.0,34.338,0.0,3662.13,fixed,guarantor,0.0,42,married,school,urban,repeated,2018-07-18,male,commerce,0,micro,7.0,22843.0,780000.0,190860,6343,40,160000.0,142951.0,,0,2.0,24,0,,1,17.108,17.108,17.108,17.108,17.108,17.108,17.108,17.108,17.108,17.108,17.108,17.108,17.108
932,932,932,balti,rapid_loan_75_001_150000_mdl,52000,52000,24,20.0,34.3536,0.0,2919.38,fixed,guarantor,0.0,30,married,lyceum,rural,new,2021-02-18,male,agriculture,0,micro,6.0,64007.0,188025.0,105100,5214.75,0.6,,,,0,5.0,31,0,0.0,1,16.4675,16.4675,16.4675,16.4675,16.4675,16.4675,16.4675,16.4675,16.4675,16.4675,16.4675,16.4675,16.4675
933,933,933,balti,rapid_loan_<=75_000_mdl,5000,5000,12,25.0,39.36,0.0,492.87,fixed,guarantor,0.0,51,single,lyceum,urban,repeated,2021-09-29,female,commerce,0,micro,1.0,25717.0,1016.52,141372,3502,0.3,,,,0,1.0,7,0,0.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
934,934,934,soroca,rapid_loan_<=75_000_mdl,30000,30000,12,25.0,42.5508,0.0,3003.96,fixed,guarantor,0.0,51,single,lyceum,rural,new,2021-02-10,female,commerce,0,micro,1.0,0.0,945600.0,297756,3005,12,,,,0,0.0,0,0,,1,18.1015,18.1015,18.1015,18.1015,18.1015,18.1015,18.1015,18.1015,18.1015,18.1015,18.1015,18.1015,18.1015
935,935,935,causeni,rapid_loan_75_001_150000_mdl,80000,80000,36,18.0,30.6528,0.0,3361.93,floating,guarantor,0.0,44,married,school,rural,new,2023-12-06,male,agriculture,72040.45,micro,3.0,79695.0,186300.0,113300,6256,66,,,,0,4.0,32,0,62143.0,1,17.0855,17.0855,17.0855,17.0855,17.0855,17.0855,17.0855,17.0855,17.0855,17.0855,17.0855,17.0855,17.0855
936,936,936,edinet,rapid_loan_75_001_150000_mdl,100000,100000,36,20.0,32.532,0.0,4231.57,fixed,guarantor,0.0,56,cohabitation,school,urban,new,2021-08-23,male,commerce,0,micro,8.0,99530.0,1209600.0,193764,8868,55,,,,0,1.0,26_luni,,,1,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02
937,937,937,balti,rapid_loan_75_001_150000_mdl,20000,20000,24,25.0,39.852,0.0,1179.39,fixed,guarantor,0.0,37,divorced,higher,urban,repeated,2019-07-22,male,other,0,micro,3.0,76966.06,120000.0,39132,3261,0.69,,,,6,2.0,8,0,0.0,1,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32
938,938,938,balti,rapid_loan_75_001_150000_mdl,60000,60000,36,25.0,35.2464,0.0,2628.13,floating,guarantor,0.0,44,married,school,rural,new,2022-05-27,male,agriculture,0,micro,20.0,196359.77,52008.85,48562,19445,0.45,,,,33,1.0,55,0,0.0,1,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58,16.58
939,939,939,balti,rapid_loan_75_001_150000_mdl,70000,70000,24,20.0,35.004,0.0,3953.07,fixed,guarantor,0.0,42,married,post_secondary,urban,new,2020-05-06,male,services,0,micro,4.0,13632.0,780000.0,108000,5613,0.6237,,,,30,2.0,140,0,0.0,1,18.4115,18.4115,18.4115,18.4115,18.4115,18.4115,18.4115,18.4115,18.4115,18.4115,18.4115,18.4115,18.4115
940,940,940,soroca,rapid_loan_75_001_150000_mdl,55000,55000,12,20.0,36.6408,0.0,5349.02,fixed,guarantor,0.0,38,married,higher,urban,repeated,2018-11-30,male,commerce,0,micro,5.0,1522.0,1993560.0,140712,6677,57,,,,0,1.0,128,0,,1,17.6423,17.6423,17.6423,17.6423,17.6423,17.6423,17.6423,17.6423,17.6423,17.6423,17.6423,17.6423,17.6423
941,941,941,soroca,consum,10000,10000,12,25.0,46.1496,0.0,1003.22,fixed,guarantor,0.0,50,single,higher,rural,new,2018-06-19,female,services,0,micro,,,,,,,,,,,,,,,1,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88
942,942,942,soroca,rapid_loan_75_001_150000_mdl,80000,80000,36,25.0,35.514,0.0,3518.47,floating,guarantor,0.0,45,married,higher,urban,new,2022-04-11,male,services,27389.37,micro,5.0,78832.0,624000.0,136704,6275,55,,,,31+,2.0,31,0,,1,16.8254,16.8254,16.8254,16.8254,16.8254,16.8254,16.8254,16.8254,16.8254,16.8254,16.8254,16.8254,16.8254
943,943,943,soroca,rapid_loan_<=75_000_mdl,50000,50000,24,25.0,34.3404,0.0,9369.02,floating,guarantor,0.0,33,married,school,rural,new,2022-10-05,female,agriculture,0,micro,2.0,27135.0,181000.0,96150,3625,45,,,,0,2.0,8,0,0.0,1,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145
